Year,Month,County,Rainfall (mm)
2021,May,Wrexham,95.9
2021,May,Flintshire,163.5
2021,May,Denbighshire,77.1
2021,May,Gwynedd,222.9
2021,May,Conwy,119.4
2021,May,Powys,57.2
2021,May,Carmarthenshire,106.4
2021,May,Pembrokeshire,78.6
2021,May,Ceredigion,67.1
2021,June,Cardiff,219.8
2021,June,Swansea,143.5
2021,June,Newport,154.7
2021,June,Wrexham,156.6
2021,June,Flintshire,250.0
2021,June,Denbighshire,161.8
2021,June,Gwynedd,72.5
2021,June,Conwy,64.5
2021,June,Powys,109.5
2021,June,Carmarthenshire,71.4
2021,June,Pembrokeshire,249.7
2021,June,Ceredigion,54.0
2021,July,Cardiff,51.4
2021,July,Swansea,247.0
2021,July,Newport,131.9
2021,July,Wrexham,224.9
2021,July,Flintshire,97.8
2021,July,Denbighshire,183.6
2021,July,Gwynedd,59.7
2021,July,Conwy,154.4
2021,July,Powys,90.0
2021,July,Carmarthenshire,233.8
2021,July,Pembrokeshire,157.1
2021,July,Ceredigion,140.6
2021,August,Cardiff,172.3
2021,August,Swansea,54.6
2021,August,Newport,130.2
2021,August,Wrexham,171.4
2021,August,Flintshire,207.2
2021,August,Denbighshire,106.5
2021,August,Gwynedd,115.5
2021,August,Conwy,223.5
2021,August,Powys,239.6
2021,August,Carmarthenshire,189.1
2021,August,Pembrokeshire,168.9
2021,August,Ceredigion,229.7
2021,September,Cardiff,142.1
2021,September,Swansea,80.3
2021,September,Newport,60.7
2021,September,Wrexham,241.4
2021,September,Flintshire,206.8
2021,September,Denbighshire,70.9
2021,September,Gwynedd,79.2
2021,September,Conwy,67.1
2021,September,Powys,200.3
2021,September,Carmarthenshire,59.3
2021,September,Pembrokeshire,50.9
2021,September,Ceredigion,242.8
2021,October,Cardiff,130.3
2021,October,Swansea,191.2
2021,October,Newport,114.4
2021,October,Wrexham,199.3
2021,October,Flintshire,73.9
2021,October,Denbighshire,88.8
2021,October,Gwynedd,146.9
2021,October,Conwy,50.5
2021,October,Powys,156.4
2021,October,Carmarthenshire,57.4
2021,October,Pembrokeshire,87.8
2021,October,Ceredigion,125.8
2021,November,Cardiff,231.3
2021,November,Swansea,90.7
2021,November,Newport,93.4
2021,November,Wrexham,155.3
2021,November,Flintshire,248.0
2021,November,Denbighshire,243.8
2021,November,Gwynedd,199.7
2021,November,Conwy,175.5
2021,November,Powys,68.3
2021,November,Carmarthenshire,103.0
2021,November,Pembrokeshire,197.2
2021,November,Ceredigion,107.8
2021,December,Cardiff,133.0
2021,December,Swansea,110.4
2021,December,Newport,101.0
2021,December,Wrexham,211.7
2021,December,Flintshire,151.0
2021,December,Denbighshire,215.7
2021,December,Gwynedd,138.1
2021,December,Conwy,111.4
2021,December,Powys,123.3
2021,December,Carmarthenshire,77.3
2021,December,Pembrokeshire,207.8
2021,December,Ceredigion,241.2
2022,January,Cardiff,222.8
2022,January,Swansea,115.6
2022,January,Newport,178.0
2022,January,Wrexham,126.6
2022,January,Flintshire,201.9
2022,January,Denbighshire,107.0
2022,January,Gwynedd,192.1
2022,January,Conwy,102.7
2022,January,Powys,134.2
2022,January,Carmarthenshire,60.2
2022,January,Pembrokeshire,53.5
2022,January,Ceredigion,170.0
2022,February,Cardiff,152.9
2022,February,Swansea,245.6
2022,February,Newport,171.7
2022,February,Wrexham,239.8
2022,February,Flintshire,60.7
2022,February,Denbighshire,126.7
2022,February,Gwynedd,184.1
2022,February,Conwy,105.7
2022,February,Powys,156.6
2022,February,Carmarthenshire,124.0
2022,February,Pembrokeshire,165.6
2022,February,Ceredigion,239.4
2022,March,Cardiff,213.0
2022,March,Swansea,127.9
2022,March,Newport,60.7
2022,March,Wrexham,229.8
2022,March,Flintshire,100.4
2022,March,Denbighshire,127.0
2022,March,Gwynedd,90.5
2022,March,Conwy,71.1
2022,March,Powys,188.4
2022,March,Carmarthenshire,195.9
2022,March,Pembrokeshire,123.7
2022,March,Ceredigion,144.5
2022,April,Cardiff,137.7
2022,April,Swansea,214.1
2022,April,Newport,165.8
2022,April,Wrexham,171.1
2022,April,Flintshire,63.1
2022,April,Denbighshire,101.9
2022,April,Gwynedd,57.6
2022,April,Conwy,193.8
2022,April,Powys,62.5
2022,April,Carmarthenshire,187.8
2022,April,Pembrokeshire,242.8
2022,April,Ceredigion,70.5
2022,May,Cardiff,56.9
2022,May,Swansea,83.5
2022,May,Newport,78.1
2022,May,Wrexham,82.7
2022,May,Flintshire,172.0
2022,May,Denbighshire,107.9
2022,May,Gwynedd,90.6
2022,May,Conwy,128.0
2022,May,Powys,123.8
2022,May,Carmarthenshire,219.2
2022,May,Pembrokeshire,81.6
2022,May,Ceredigion,206.0
2022,June,Cardiff,79.7
2022,June,Swansea,113.0
2022,June,Newport,93.8
2022,June,Wrexham,85.5
2022,June,Flintshire,124.3
2022,June,Denbighshire,244.7
2022,June,Gwynedd,160.3
2022,June,Conwy,114.3
2022,June,Powys,63.7
2022,June,Carmarthenshire,236.8
2022,June,Pembrokeshire,140.4
2022,June,Ceredigion,226.4
2022,July,Cardiff,89.6
2022,July,Swansea,62.0
2022,July,Newport,126.6
2022,July,Wrexham,237.9
2022,July,Flintshire,174.5
2022,July,Denbighshire,136.5
2022,July,Gwynedd,176.3
2022,July,Conwy,234.7
2022,July,Powys,51.8
2022,July,Carmarthenshire,95.3
2022,July,Pembrokeshire,75.0
2022,July,Ceredigion,161.4
2022,August,Cardiff,159.4
2022,August,Swansea,179.6
2022,August,Newport,246.3
2022,August,Wrexham,233.6
2022,August,Flintshire,169.7
2022,August,Denbighshire,133.9
2022,August,Gwynedd,220.5
2022,August,Conwy,211.8
2022,August,Powys,210.5
2022,August,Carmarthenshire,91.8
2022,August,Pembrokeshire,55.6
2022,August,Ceredigion,85.0
2022,September,Cardiff,193.0
2022,September,Swansea,162.8
2022,September,Newport,218.4
2022,September,Wrexham,60.0
2022,September,Flintshire,81.4
2022,September,Denbighshire,124.6
2022,September,Gwynedd,212.6
2022,September,Conwy,167.3
2022,September,Powys,55.5
2022,September,Carmarthenshire,174.8
2022,September,Pembrokeshire,61.5
2022,September,Ceredigion,73.0
2022,October,Cardiff,206.7
2022,October,Swansea,139.2
2022,October,Newport,111.7
2022,October,Wrexham,191.0
2022,October,Flintshire,162.1
2022,October,Denbighshire,215.3
2022,October,Gwynedd,228.1
2022,October,Conwy,100.7
2022,October,Powys,218.3
2022,October,Carmarthenshire,167.8
2022,October,Pembrokeshire,193.5
2022,October,Ceredigion,95.9
2022,November,Cardiff,113.9
2022,November,Swansea,181.1
2022,November,Newport,51.8
2022,November,Wrexham,245.8
2022,November,Flintshire,221.5
2022,November,Denbighshire,196.7
2022,November,Gwynedd,178.0
2022,November,Conwy,133.6
2022,November,Powys,184.5
2022,November,Carmarthenshire,202.1
2022,November,Pembrokeshire,247.6
2022,November,Ceredigion,147.6
2022,December,Cardiff,95.4
2022,December,Swansea,116.4
2022,December,Newport,228.5
2022,December,Wrexham,180.3
2022,December,Flintshire,83.5
2022,December,Denbighshire,181.0
2022,December,Gwynedd,214.8
2022,December,Conwy,170.4
2022,December,Powys,202.8
2022,December,Carmarthenshire,185.4
2022,December,Pembrokeshire,106.3
2022,December,Ceredigion,214.9
2023,January,Cardiff,222.1
2023,January,Swansea,69.7
2023,January,Newport,135.8
2023,January,Wrexham,189.7
2023,January,Flintshire,180.9
2023,January,Denbighshire,92.1
2023,January,Gwynedd,228.6
2023,January,Conwy,160.0
2023,January,Powys,219.1
2023,January,Carmarthenshire,237.6
2023,January,Pembrokeshire,104.0
2023,January,Ceredigion,213.0
2023,February,Cardiff,168.9
2023,February,Swansea,204.1
2023,February,Newport,194.7
2023,February,Wrexham,83.4
2023,February,Flintshire,132.8
2023,February,Denbighshire,162.0
2023,February,Gwynedd,160.1
2023,February,Conwy,141.2
2023,February,Powys,224.6
2023,February,Carmarthenshire,172.7
2023,February,Pembrokeshire,90.9
2023,February,Ceredigion,222.5
2023,March,Cardiff,202.7
2023,March,Swansea,141.1
2023,March,Newport,184.6
2023,March,Wrexham,214.6
2023,March,Flintshire,153.7
2023,March,Denbighshire,213.0
2023,March,Gwynedd,50.8
2023,March,Conwy,165.2
2023,March,Powys,56.8
2023,March,Carmarthenshire,208.6
2023,March,Pembrokeshire,188.7
2023,March,Ceredigion,88.2
2023,April,Cardiff,161.9
2023,April,Swansea,129.6
2023,April,Newport,157.7
2023,April,Wrexham,248.2
2023,April,Flintshire,212.6
2023,April,Denbighshire,131.9
2023,April,Gwynedd,191.4
2023,April,Conwy,205.7
2023,April,Powys,179.6
2023,April,Carmarthenshire,179.5
2023,April,Pembrokeshire,239.1
2023,April,Ceredigion,180.0
2023,May,Cardiff,201.1
2023,May,Swansea,81.6
2023,May,Newport,190.4
2023,May,Wrexham,84.8
2023,May,Flintshire,215.7
2023,May,Denbighshire,173.3
2023,May,Gwynedd,180.6
2023,May,Conwy,205.8
2023,May,Powys,140.0
2023,May,Carmarthenshire,94.5
2023,May,Pembrokeshire,191.4
2023,May,Ceredigion,198.6
2023,June,Cardiff,96.8
2023,June,Swansea,184.2
2023,June,Newport,119.2
2023,June,Wrexham,58.6
2023,June,Flintshire,190.7
2023,June,Denbighshire,187.7
2023,June,Gwynedd,249.9
2023,June,Conwy,105.9
2023,June,Powys,229.5
2023,June,Carmarthenshire,71.6
2023,June,Pembrokeshire,136.4
2023,June,Ceredigion,133.4
2023,July,Cardiff,107.0
2023,July,Swansea,209.5
2023,July,Newport,245.7
2023,July,Wrexham,248.6
2023,July,Flintshire,233.6
2023,July,Denbighshire,83.8
2023,July,Gwynedd,239.2
2023,July,Conwy,50.6
2023,July,Powys,119.7
2023,July,Carmarthenshire,100.3
2023,July,Pembrokeshire,240.2
2023,July,Ceredigion,117.2
2023,August,Cardiff,117.0
2023,August,Swansea,235.6
2023,August,Newport,151.9
2023,August,Wrexham,86.7
2023,August,Flintshire,226.1
2023,August,Denbighshire,103.9
2023,August,Gwynedd,223.9
2023,August,Conwy,230.2
2023,August,Powys,201.3
2023,August,Carmarthenshire,86.2
2023,August,Pembrokeshire,131.4
2023,August,Ceredigion,154.6
2023,September,Cardiff,228.4
2023,September,Swansea,77.4
2023,September,Newport,115.9
2023,September,Wrexham,186.6
2023,September,Flintshire,124.2
2023,September,Denbighshire,79.0
2023,September,Gwynedd,134.2
2023,September,Conwy,83.0
2023,September,Powys,163.1
2023,September,Carmarthenshire,55.1
2023,September,Pembrokeshire,101.3
2023,September,Ceredigion,67.8
2023,October,Cardiff,228.6
2023,October,Swansea,53.7
2023,October,Newport,171.4
2023,October,Wrexham,209.1
2023,October,Flintshire,158.0
2023,October,Denbighshire,90.1
2023,October,Gwynedd,142.9
2023,October,Conwy,219.8
2023,October,Powys,155.1
2023,October,Carmarthenshire,153.9
2023,October,Pembrokeshire,164.7
2023,October,Ceredigion,201.5
2023,November,Cardiff,110.5
2023,November,Swansea,223.0
2023,November,Newport,81.3
2023,November,Wrexham,62.8
2023,November,Flintshire,210.5
2023,November,Denbighshire,76.8
2023,November,Gwynedd,102.8
2023,November,Conwy,67.8
2023,November,Powys,217.1
2023,November,Carmarthenshire,238.9
2023,November,Pembrokeshire,82.7
2023,November,Ceredigion,231.4
2023,December,Cardiff,62.9
2023,December,Swansea,239.9
2023,December,Newport,157.9
2023,December,Wrexham,224.7
2023,December,Flintshire,64.7
2023,December,Denbighshire,198.8
2023,December,Gwynedd,69.1
2023,December,Conwy,176.3
2023,December,Powys,242.6
2023,December,Carmarthenshire,117.3
2023,December,Pembrokeshire,181.7
2023,December,Ceredigion,96.8
2024,January,Cardiff,225.1
2024,January,Swansea,130.0
2024,January,Newport,91.0
2024,January,Wrexham,64.8
2024,January,Flintshire,187.7
2024,January,Denbighshire,205.8
2024,January,Gwynedd,197.0
2024,January,Conwy,220.4
2024,January,Powys,165.6
2024,January,Carmarthenshire,170.5
2024,January,Pembrokeshire,71.6
2024,January,Ceredigion,176.5
2024,February,Cardiff,191.2
2024,February,Swansea,109.0
2024,February,Newport,98.3
2024,February,Wrexham,84.6
2024,February,Flintshire,185.6
2024,February,Denbighshire,184.3
2024,February,Gwynedd,78.0
2024,February,Conwy,152.1
2024,February,Powys,112.4
2024,February,Carmarthenshire,93.8
2024,February,Pembrokeshire,153.6
2024,February,Ceredigion,69.2
2024,March,Cardiff,54.9
2024,March,Swansea,171.4
2024,March,Newport,191.3
2024,March,Wrexham,202.5
2024,March,Flintshire,201.0
2024,March,Denbighshire,67.8
2024,March,Gwynedd,102.5
2024,March,Conwy,136.2
2024,March,Powys,189.7
2024,March,Carmarthenshire,225.1
2024,March,Pembrokeshire,197.9
2024,March,Ceredigion,90.9
2024,April,Cardiff,216.5
2024,April,Swansea,242.3
2024,April,Newport,161.4
2024,April,Wrexham,139.1
2024,April,Flintshire,228.1
2024,April,Denbighshire,65.4
2024,April,Gwynedd,214.4
2024,April,Conwy,85.4
2024,April,Powys,69.4
2024,April,Carmarthenshire,183.2
2024,April,Pembrokeshire,160.2
2024,April,Ceredigion,141.0
2024,May,Cardiff,161.2
2024,May,Swansea,121.9
2024,May,Newport,107.8
2024,May,Wrexham,154.8
2024,May,Flintshire,169.6
2024,May,Denbighshire,152.4
2024,May,Gwynedd,144.5
2024,May,Conwy,182.9
2024,May,Powys,83.6
2024,May,Carmarthenshire,122.2
2024,May,Pembrokeshire,190.4
2024,May,Ceredigion,222.9
2024,June,Cardiff,119.8
2024,June,Swansea,71.6
2024,June,Newport,159.5
2024,June,Wrexham,245.4
2024,June,Flintshire,186.8
2024,June,Denbighshire,186.6
2024,June,Gwynedd,58.5
2024,June,Conwy,79.5
2024,June,Powys,167.6
2024,June,Carmarthenshire,217.0
2024,June,Pembrokeshire,180.2
2024,June,Ceredigion,209.8
2024,July,Cardiff,118.5
2024,July,Swansea,151.1
2024,July,Newport,127.7
2024,July,Wrexham,113.7
2024,July,Flintshire,188.5
2024,July,Denbighshire,204.6
2024,July,Gwynedd,232.7
2024,July,Conwy,193.3
2024,July,Powys,156.5
2024,July,Carmarthenshire,87.8
2024,July,Pembrokeshire,148.7
2024,July,Ceredigion,207.2
2024,August,Cardiff,189.0
2024,August,Swansea,214.7
2024,August,Newport,203.8
2024,August,Wrexham,212.2
2024,August,Flintshire,178.2
2024,August,Denbighshire,70.6
2024,August,Gwynedd,66.1
2024,August,Conwy,74.9
2024,August,Powys,181.5
2024,August,Carmarthenshire,196.8
2024,August,Pembrokeshire,232.6
2024,August,Ceredigion,154.1
2024,September,Cardiff,96.3
2024,September,Swansea,70.9
2024,September,Newport,147.0
2024,September,Wrexham,226.2
2024,September,Flintshire,114.0
2024,September,Denbighshire,213.8
2024,September,Gwynedd,239.4
2024,September,Conwy,125.7
2024,September,Powys,177.4
2024,September,Carmarthenshire,106.7
2024,September,Pembrokeshire,206.9
2024,September,Ceredigion,226.1
2024,October,Cardiff,209.9
2024,October,Swansea,243.8
2024,October,Newport,228.5
2024,October,Wrexham,150.4
2024,October,Flintshire,175.0
2024,October,Denbighshire,92.5
2024,October,Gwynedd,231.6
2024,October,Conwy,197.7
2024,October,Powys,150.4
2024,October,Carmarthenshire,193.7
2024,October,Pembrokeshire,173.3
2024,October,Ceredigion,105.9
2024,November,Cardiff,125.5
2024,November,Swansea,88.2
2024,November,Newport,131.4
2024,November,Wrexham,128.2
2024,November,Flintshire,101.0
2024,November,Denbighshire,59.4
2024,November,Gwynedd,52.0
2024,November,Conwy,228.4
2024,November,Powys,171.1
2024,November,Carmarthenshire,174.1
2024,November,Pembrokeshire,115.4
2024,November,Ceredigion,205.1
2024,December,Cardiff,92.4
2024,December,Swansea,227.8
2024,December,Newport,216.9
2024,December,Wrexham,63.7
2024,December,Flintshire,193.1
2024,December,Denbighshire,145.4
2024,December,Gwynedd,173.7
2024,December,Conwy,244.5
2024,December,Powys,231.7
2024,December,Carmarthenshire,202.6
2024,December,Pembrokeshire,201.6
2024,December,Ceredigion,212.6
